Famille;Rayon;Référence;Titre;Prix idealo (€);Pack;Type;Voltage;Coffret;Ah;Nb outils;Nb batteries;Nb pièces;Édition limitée;Origine;Signal de classement;Clé de doublon;Niveau de clé;Variante;Doublons fusionnés;Réf. fiche du site;Prix actuel du site (€)
Vêtements & EPI;chaussure;;Dewalt Nitrogen 9 Bottes de sécurité Homme 42.5 Marron;133,81;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:nitrogen 9 bottes de s curit homme 42 5 marron;titre;OUTIL;3;;
Vêtements & EPI;chaussure;;DeWalt Black Challenger Sympatex 6 black;134,23;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:black challenger sympatex 6 black;titre;OUTIL;1;;
Vêtements & EPI;chaussure;;DeWalt Challenger Sympatex 6;134,23;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:challenger sympatex 6;titre;OUTIL;1;;
Vêtements & EPI;chaussure;;Dewalt Kirksville Pro Lite Bottes de sécurité Marron Taille 42;137,06;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:kirksville pro lite bottes de s curit marron taille 42;titre;OUTIL;1;;
Vêtements & EPI;chaussure;;DeWalt Boa Light Boots;137,28;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:boa light boots;titre;OUTIL;1;;
Vêtements & EPI;vetement;;DEWALT Lander Bottes de travail imperméables en cuir nubuck pour homme, coupe large, fermeture BOA, non métallique, Noir;138,92;seul;veste de pluie;;;;;;;;sans-ref;famille:epi;TIT:lander bottes de travail imperm ables en cuir nubuck pour homme coupe large fermeture boa non m tallique noir;titre;OUTIL;7;;
Vêtements & EPI;chaussure;;DeWalt Millington S3 Boots (MILLINGTON) marron;140,51;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:millington s3 boots millington marron;titre;OUTIL;1;;
Vêtements & EPI;vetement;;DEWALT Dchj067b Sweat à Capuche Chauffant de sécurité Industrielle, Noir, XL Mixte;144,40;seul;sweat;;;;;;;;sans-ref;famille:epi;TIT:dchj067b sweat capuche chauffant de s curit industrielle noir xl mixte;titre;OUTIL;2;;
Vêtements & EPI;chaussure;;DeWalt Challenger 3 Hiking Boots brown;150,80;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:challenger 3 hiking boots brown;titre;OUTIL;1;;
Vêtements & EPI;chaussure;;DEWALT Lander Chaussures de sécurité imperméables en cuir nubuck pour homme Coupe large Fermeture BOA non métallique Bot;151,14;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;TIT:lander chaussures de s curit imperm ables en cuir nubuck pour homme coupe large fermeture boa non m tallique bot;titre;OUTIL;1;;
Vêtements & EPI;chaussure;;Dewalt Rigger Chaussures de sécurité homme - Marron (Brown) 42 EU;151,92;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;TIT:rigger chaussures de s curit homme marron brown 42 eu;titre;OUTIL;1;;
Vêtements & EPI;chaussure;;Dewalt Kirksville Pro Lite Bottes de sécurité Marron Taille 44;156,47;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:kirksville pro lite bottes de s curit marron taille 44;titre;OUTIL;1;;
Vêtements & EPI;chaussure;;Dewalt Nitrogen 12 Bottes de sécurité;157,28;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:nitrogen 12 bottes de s curit;titre;OUTIL;2;;
Vêtements & EPI;chaussure;;Dewalt Kirksville Pro Lite Bottes de sécurité Marron Taille 45;159,54;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:kirksville pro lite bottes de s curit marron taille 45;titre;OUTIL;1;;
Vêtements & EPI;chaussure;;Dewalt Kirksville Pro Lite Bottes de sécurité Marron Taille 40;160,59;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:kirksville pro lite bottes de s curit marron taille 40;titre;OUTIL;1;;
Vêtements & EPI;chaussure;;Dewalt Kirksville Pro Lite Bottes de sécurité Marron Taille 47;162,91;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:kirksville pro lite bottes de s curit marron taille 47;titre;OUTIL;1;;
Vêtements & EPI;chaussure;;DeWalt DEWLACES Lacets Botte Polyester/Coton 150cm, noir/jaune (60 Paires) (DEWLACES-TB);175,43;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;TIT:dewlaces lacets botte polyester coton 150cm noir jaune 60 paires dewlaces tb;titre;OUTIL;1;;
Vêtements & EPI;vetement;;DEWALT Dchj067b Sweat à Capuche Chauffant de sécurité Industrielle, Noir, M Mixte;178,29;seul;sweat;;;;;;;;sans-ref;famille:epi;TIT:dchj067b sweat capuche chauffant de s curit industrielle noir m mixte;titre;OUTIL;1;;
Vêtements & EPI;;DGCL33;DEWALT DGCL33 Sac à dos lumineux avec 33 poches pour outils de chargement USB, jaune;232,92;seul;;;;;;;;;sans-ref;titre;REF:DGCL33|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;vetement;;Dewalt Veste chauffante (chargeur inclus) M;284,39;pack;veste de travail;;;;;;;;sans-ref;famille:epi;TIT:veste chauffante chargeur inclus m;titre;PACK+CHARGEUR;3;;
Vêtements & EPI;vetement;;Veste Softshell Yamaha Tech3 noir/jaune taille L DEWALT PROMOVIS-GLA;331,27;seul;softshell;;;;;;;;sans-ref;famille:epi;TIT:veste softshell yamaha tech3 noir jaune taille l promovis gla;titre;OUTIL;1;;
Vêtements & EPI;vetement;TECH3;Veste Softshell YAMAHA TECH3 noir jaune TL DEWALT PROMOVIS GLA;382,24;pack;softshell;;;;;;;;sans-ref;famille:epi;REF:TECH3|PACK;référence;PACK;1;;
