Famille;Rayon;Référence;Titre;Prix idealo (€);Pack;Type;Voltage;Coffret;Ah;Nb outils;Nb batteries;Nb pièces;Édition limitée;Origine;Signal de classement;Clé de doublon;Niveau de clé;Variante;Doublons fusionnés;Réf. fiche du site;Prix actuel du site (€)
Électro portatif;bois;;outil oscillant multi cutter 18v - dcs355n (solo);155,12;seul;outil multifonctions;18;AUCUN;;;0;;;sans-ref;famille:machine;TIT:outil oscillant multi cutter 18v dcs355n solo;titre;OUTIL;1;;
Électro portatif;vissage-choc;DCF899N-XJ;DEWALT DCF899N-XJ;155,30;seul;visseuse à chocs;;AUCUN;4;;0;;;inconnu;famille:machine;REF:DCF899|OUTIL;référence;OUTIL;7;;
Électro portatif;vissage-choc;DCF809D1T;Dewalt DCF809D1T Clé à chocs sans fil 18V - 1/4 - Brushless (sans charbon) 1 X 2,0 Ah Batterie + chargeur en coffret;155,49;pack;clé à chocs;18;GENERIQUE;2;;1;;;sans-ref;famille:machine;REF:DCF809|ACCESSOIRE;référence;ACCESSOIRE;1;;
Électro portatif;aspiration;DXV30SAPTA;DEWALT DXV30SAPTA;156,17;seul;aspirateur;;AUCUN;;;;;;inconnu;famille:machine;REF:DXV30|OUTIL;référence;OUTIL;2;;
Électro portatif;bois;DCP580N;DeWALT DCP580N — Rabot sans fil 18V XR Brushless (machine seule);156,64;seul;rabot;;AUCUN;;;0;;;reconnu;famille:machine;REF:DCP580|OUTIL;référence;OUTIL;3;DCP580N;195,76
Électro portatif;percage;DW275KN;DEWALT DW275KN;156,75;seul;visseuse;;AUCUN;;;0;;;inconnu;famille:machine;REF:DW275|OUTIL;référence;OUTIL;1;;
Électro portatif;mesure;DCL050-XJ;DEWALT Projecteur de Chantier Compact XR Sans Fil - Sans Batterie Ni Chargeur & Lampe LED XR 18V - DCL050-XJ - Lampe à F;156,83;pack;projecteur;18;AUCUN;;;0;;;sans-ref;famille:machine;REF:DCL050|PACK;référence;PACK;1;;
Électro portatif;vissage-choc;DCF512N-XJ;"DeWALT DCF512N — Clé à cliquet 18V XR 1/2"" Brushless (produit seul)";157,19;seul;cliquet;;AUCUN;;;0;;;reconnu;famille:machine;REF:DCF512|OUTIL;référence;OUTIL;4;DCF512N;218,59
Électro portatif;percage;DCD776;DEWALT DCD776;157,35;seul;perceuse-visseuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DCD776|OUTIL;référence;OUTIL;1;;
Électro portatif;meulage;DCG408N;DEWALT DCG408N;157,51;seul;meuleuse d'angle;18;AUCUN;;;0;;;inconnu;famille:machine;REF:DCG408|OUTIL;référence;OUTIL;2;;
Électro portatif;aspiration;DWH161N;DEWALT DWH161N;157,52;seul;système d'aspiration;;AUCUN;;;0;;;inconnu;famille:machine;REF:DWH161|OUTIL;référence;OUTIL;2;;
Électro portatif;aspiration;AT-DXV30SAPTA;DEWALT AT-DXV30SAPTA;157,73;seul;aspirateur;;AUCUN;;;;;;inconnu;famille:machine;REF:AT-DXV30SAPTA|OUTIL;référence;OUTIL;1;;
Électro portatif;vissage-choc;DCF870N-XJ;DeWALT DCF870N-XJ — Visseuse à chocs hydraulique 18V XR (machine seule);157,87;seul;visseuse à chocs;;AUCUN;;;0;;;reconnu;famille:machine;REF:DCF870|OUTIL;référence;OUTIL;3;DCF870N-XJ;185,74
Électro portatif;percage;DCD706D2;DEWALT DCD706D2;158,03;pack;perceuse-visseuse;;AUCUN;2;;2;;;inconnu;famille:machine;REF:DCD706|PACK;référence;PACK;1;;
Électro portatif;percage;DCD706;DEWALT DCD706;158,03;seul;perceuse-visseuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DCD706|OUTIL;référence;OUTIL;2;;
Électro portatif;perforation;D25133K;DeWalt D25133K Perforateur Sds-Plus 3 Modes - 26 mm Filaire - 800W - Vitesse à Vide 0-1500 tr/Min & Jeu de 6 Forets SDS-;158,44;pack;perforateur;;AUCUN;;;;6;;sans-ref;famille:machine;REF:D25133|PACK;référence;PACK;2;;
Électro portatif;aspiration;EUDXV34P;DEWALT EUDXV34P;159,00;seul;aspirateur;;AUCUN;;;;;;inconnu;famille:machine;REF:EUDXV34|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DCS571N;DEWALT DCS571N;159,00;seul;scie circulaire;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCS571|OUTIL;référence;OUTIL;3;;
Électro portatif;batterie;DWHT78200-XJ;DeWalt Télémètre laser 60m, batterie lithium rechargeable (DWHT78200-XJ);159,00;pack;batterie;;;;;1;;;sans-ref;famille:energie;REF:DWHT78200|PACK;référence;PACK;1;;
Électro portatif;batterie;DCP580N-XJ;DEWALT Rabot Brushless XR 18V sans Batterie ni Chargeur DCP580N-XJ - Coffret TSTAK & Dt3905 lame rabot HSS 82mm;159,38;pack;batterie;18;TSTAK;;;0;;;sans-ref;famille:energie;REF:DCP580|PACK;référence;PACK;15;;
Électro portatif;vissage-choc;DCF903B;DEWALT DCF903B XTREME 12V MAX Brushless 3/8 in. Cordless Impact Wrench (Tool Only);159,58;seul;clé à chocs;12;AUCUN;;;;;;sans-ref;famille:machine;REF:DCF903|OUTIL;référence;OUTIL;3;;
Électro portatif;chargeur;DCB104-QW;DEWALT DCB104-QW;160,65;pack;chargeur;;;;;;;;inconnu;famille:energie;REF:DCB104|PACK;référence;PACK;1;;
Électro portatif;percage;DCF622;DEWALT DCF622;160,87;seul;visseuse à placo;;AUCUN;;;;;;inconnu;famille:machine;REF:DCF622|OUTIL;référence;OUTIL;3;;
Électro portatif;aspiration;DXV234P;DEWALT DXV234P;161,99;seul;aspirateur;;AUCUN;;;;;;inconnu;famille:machine;REF:DXV234|OUTIL;référence;OUTIL;1;;
Électro portatif;meulage;DWE496;DEWALT DWE496;162,00;seul;meuleuse d'angle;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE496|OUTIL;référence;OUTIL;1;;
Électro portatif;meulage;DCG407NT-XJ;DEWALT DCG407NT-XJ;163,14;seul;meuleuse d'angle;18;TSTAK;;;0;;;inconnu;famille:machine;REF:DCG407|OUTIL;référence;OUTIL;2;;
Électro portatif;aspiration;D25303DH-XJ;DEWALT D25303DH-XJ;163,60;seul;système d'aspiration;;AUCUN;;;;;;inconnu;famille:machine;REF:D25303|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;DCF601D2-QW;DEWALT DCF601D2-QW;165,99;pack;perceuse-visseuse;;AUCUN;2;;2;;;inconnu;famille:machine;REF:DCF601|PACK;référence;PACK;4;;
Électro portatif;fixation;DPN1664PP-XJ;DEWALT DPN1664PP-XJ;166,20;seul;cloueur;;AUCUN;;;;;;inconnu;famille:machine;REF:DPN1664|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;DCDW104;DEWALT DCDW104;166,44;seul;;;AUCUN;;;;;;inconnu;famille:machine;REF:DCDW104|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DCS380;DEWALT DCS380;167,00;seul;scie sabre;18;AUCUN;;;;;;inconnu;famille:machine;REF:DCS380|OUTIL;référence;OUTIL;2;;
Électro portatif;chargeur;DCB1404-QW;DEWALT XR Chargeur QUADPORT 4A, DCB1404-QW;167,28;pack;chargeur;;;;;;;;sans-ref;famille:energie;REF:DCB1404|PACK;référence;PACK;5;;
Électro portatif;percage;DCD991;DEWALT DCD991;168,08;seul;perceuse-visseuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DCD991|OUTIL;référence;OUTIL;3;;
Électro portatif;meulage;DCG412NT-XJ;DEWALT DCG412NT-XJ;168,28;pack;meuleuse d'angle;18;TSTAK;;;0;;;inconnu;famille:machine;REF:DCG412|PACK;référence;PACK;2;;
Électro portatif;sciage;DW341K;DEWALT DW341K;168,49;seul;scie sauteuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DW341|OUTIL;référence;OUTIL;1;;
Électro portatif;vissage-choc;DCF504;DEWALT DCF504;168,49;seul;cliquet;;AUCUN;;;;;;inconnu;famille:machine;REF:DCF504|OUTIL;référence;OUTIL;3;;
Électro portatif;jardin;DCMHT520D1;DEWALT DCMHT520D1;169,90;pack;;18;AUCUN;2;;1;;;inconnu;famille:machine;REF:DCMHT520|PACK;référence;PACK;5;;
Électro portatif;vissage-choc;DCF503N-XJ;DEWALT DCF503N-XJ;170,08;seul;cliquet;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCF503|OUTIL;référence;OUTIL;4;;
Électro portatif;vissage-choc;DCF500N-XJ;DEWALT DCF500N-XJ;170,70;seul;cliquet;12;AUCUN;;;0;;;inconnu;famille:machine;REF:DCF500|OUTIL;référence;OUTIL;2;;
Électro portatif;vissage-choc;DCF815N;DEWALT DCF815N;170,95;seul;visseuse à chocs;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCF815|OUTIL;référence;OUTIL;1;;
Électro portatif;combo;D215852-XJ;DEWALT D215852-XJ-ramasseur D215851 eau pour;171,12;seul;pack d'outils;;AUCUN;;;;;;sans-ref;famille:machine;REF:D215852|OUTIL;référence;OUTIL;1;;
Électro portatif;perforation;D25134K;DeWALT - Marteau combiné 800 W D25134K;171,71;seul;marteau perforateur;;AUCUN;;;;;;sans-ref;famille:machine;REF:D25134|OUTIL;référence;OUTIL;4;;
Électro portatif;percage;DCD777D2T;DEWALT DCD777D2T;172,00;pack;perceuse-visseuse;18;TSTAK;2;;2;;;inconnu;famille:machine;REF:DCD777|PACK;référence;PACK;6;;
Électro portatif;perforation;DCH033N-XJ;DEWALT DCH033N-XJ;172,80;pack;marteau perforateur;;AUCUN;;;1;;;inconnu;famille:machine;REF:DCH033|PACK;référence;PACK;1;;
Électro portatif;bois;;Dewalt outil oscillant multi cutter 18v - dcs355n (solo) G;172,98;seul;outil multifonctions;18;AUCUN;;;0;;;sans-ref;famille:machine;TIT:outil oscillant multi cutter 18v dcs355n solo g;titre;OUTIL;1;;
Électro portatif;batterie;TD.POWERSET5007;DEWALT TD.POWERSET5007;174,00;pack;batterie;24;;5;;1;;;inconnu;famille:energie;REF:TD.POWERSET5007|PACK;référence;PACK;1;;
Électro portatif;chargeur;DCB1104-6;Pack de 6 chargeurs DeWALT DCB1104-6 (DCB1104 - 12V 18V);174,00;pack;chargeur;18;;;;;6;;sans-ref;famille:energie;REF:DCB1104-6|PACK;référence;PACK;1;;
Électro portatif;vissage-choc;DCF513N-XJ;DEWALT DCF513N-XJ;174,65;seul;cliquet;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCF513|OUTIL;référence;OUTIL;4;;
Électro portatif;bois;DT3115-QZ;DEWALT Ponceuse Excentrique XR 18V 125mm Brushless - Appareil Électrique Sans Fil - Régulateur de Vitesse - Prise en Mai;175,62;seul;ponceuse;18;AUCUN;;;;;;sans-ref;famille:machine;REF:DT3115|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;DCD778D2T;DEWALT DCD778D2T;176,09;pack;perceuse-visseuse;;TSTAK;2;;2;;;inconnu;famille:machine;REF:DCD778|PACK;référence;PACK;6;;
Électro portatif;jardin;DCM561;DEWALT DCM561;176,50;pack;coupe-bordure;;AUCUN;;;1;;;inconnu;famille:machine;REF:DCM561|PACK;référence;PACK;12;;
Électro portatif;jardin;;DeWalt Débroussailleuse sans Fil sans Balais;176,50;pack;débroussailleuse;;AUCUN;;;1;;;sans-ref;famille:machine;TIT:d broussailleuse sans fil sans balais;titre;PACK;1;;
Électro portatif;vissage-choc;DWMT19230;DeWalt Ensemble de clés à cliquet métriques, 12 pièces (DWMT19230);176,87;pack;cliquet;;AUCUN;;;;;;sans-ref;famille:machine;REF:DWMT19230|PACK;référence;PACK;1;;
Électro portatif;sciage;DCS382N;DEWALT DCS382N;177,04;seul;scie sabre;18;AUCUN;;;0;;;inconnu;famille:machine;REF:DCS382|OUTIL;référence;OUTIL;3;;
Électro portatif;jardin;DCM565N;DeWALT DCM565N-XJ — Tronçonneuse 18V 30 cm DCM565N-XJ;177,58;pack;tronçonneuse;18;AUCUN;;;1;;;reconnu;famille:machine;REF:DCM565|PACK;référence;PACK;7;DCM565N-XJ;388,93
Électro portatif;chantier;DXCMD155PE;DEWALT DXCMD155PE;177,99;seul;gonfleur;;AUCUN;;;;;;inconnu;famille:machine;REF:DXCMD155|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DCS334N;DeWalt DCS 334N;178,02;seul;scie sauteuse;18;AUCUN;;;;;;sans-ref;famille:machine;REF:DCS334|OUTIL;référence;OUTIL;7;;
Électro portatif;percage;DCD795NT-XJ;DeWalt DCD795NT-XJ Perceuse-visseuse compact 18 V sans batterie/accessoires avec T-Stak Box ii;178,20;pack;perceuse-visseuse;18;TSTAK;;;0;;;sans-ref;famille:machine;REF:DCD795|PACK;référence;PACK;5;;
Électro portatif;vissage-choc;DCF801D2;DEWALT DCF801D2;178,42;pack;visseuse à chocs;;AUCUN;2;;2;;;inconnu;famille:machine;REF:DCF801|PACK;référence;PACK;1;;
Électro portatif;mesure;DW03101;DeWALT DW03101-XJ — Télémètre laser 100m Bluetooth DW03101-XJ;178,73;seul;télémètre laser;;AUCUN;;;;;;reconnu;famille:machine;REF:DW03101|OUTIL;référence;OUTIL;1;DW03101-XJ;339,86
Électro portatif;jardin;DCMBA572N;DEWALT DCMBA572N;178,98;pack;;54;AUCUN;;;1;;;inconnu;famille:machine;REF:DCMBA572|PACK;référence;PACK;2;;
Électro portatif;batterie;DCB548-XJ;DeWALT DCB548-XJ — Batterie XR 18V-54V 12Ah-4Ah Flexvolt DCB548-XJ;179,00;pack;batterie;18;;12;;1;;;reconnu;famille:energie;REF:DCB548|PACK;référence;PACK;6;DCB548-XJ;316,21
Électro portatif;percage;DCD999;DeWALT DCD999N-XJ — Perceuse-visseuse à percussion 18V DCD999N-XJ;179,90;seul;perceuse-visseuse;18;AUCUN;;;;;;reconnu;famille:machine;REF:DCD999|OUTIL;référence;OUTIL;1;DCD999N-XJ;266,98
Électro portatif;meulage;DCG413N;Meuleuse d'angle sans fil DeWalt 115 mm avec interrupteur à bascule 18 V, sans batterie DCG413N;179,92;seul;meuleuse d'angle;18;AUCUN;;;0;;;sans-ref;famille:machine;REF:DCG413|OUTIL;référence;OUTIL;2;;
Électro portatif;aspiration;;Aspirateur eau et poussière DeWalt 1 150W 23L 230V;179,99;seul;aspirateur;;AUCUN;;;;;;sans-ref;famille:machine;TIT:aspirateur eau et poussi re 1 150w 23l 230v;titre;OUTIL;1;;
Électro portatif;combo;DCHJ080B-XL;DEWALT DCHJ080B-XL DCHJ080B Sweat à capuche chauffant Gris XL;180,07;seul;pack d'outils;;AUCUN;;;;;;sans-ref;famille:machine;REF:DCHJ080|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DCS335N-XJ;DeWALT DCS335N-XJ — Scie sauteuse 18V DCS335N-XJ;180,36;seul;;;AUCUN;;;0;;;reconnu;famille:machine;REF:DCS335|OUTIL;référence;OUTIL;6;DCS335N-XJ;297,72
Électro portatif;mesure;DCL043-XJ;DEWALT Projecteur de Chantier Compact XR Sans Fil - Sans Batterie Ni Chargeur & Lampe Projecteur LED XR 18V, 1.000 lumen;180,93;pack;projecteur;18;AUCUN;;;0;;;sans-ref;famille:machine;REF:DCL043|PACK;référence;PACK;1;;
Électro portatif;sciage;DCS355D1;DEWALT DCS355D1;181,16;pack;;18;AUCUN;2;;1;;;inconnu;famille:machine;REF:DCS355|PACK;référence;PACK;21;;
Électro portatif;combo;DCK211D2T-QW;DEWALT DCK211D2T-QW;181,25;pack;pack d'outils;;TSTAK;2;;2;;;inconnu;famille:machine;REF:DCK211|PACK;référence;PACK;1;;
Électro portatif;sciage;DCS572N;DEWALT DCS572N;181,31;seul;scie circulaire;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCS572|OUTIL;référence;OUTIL;3;;
Électro portatif;percage;DWD524KS;DEWALT DWD524KS;181,55;seul;perceuse à percussion;;AUCUN;;;;;;inconnu;famille:machine;REF:DWD524|OUTIL;référence;OUTIL;1;;
Électro portatif;mesure;;dw088k-xj niveau laser en croix (import allemagne);181,79;seul;niveau laser;;AUCUN;;;;;;sans-ref;famille:machine;TIT:dw088k xj niveau laser en croix import allemagne;titre;OUTIL;1;;
Électro portatif;meulage;DWE4557;DEWALT DWE4557;181,90;seul;meuleuse d'angle;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE4557|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;DW264K;DEWALT DW264K;181,92;seul;visseuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DW264|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DCS367N;DeWALT DCS367N-XJ — Scie sabre compacte 18V XR Brushless (machine seule);182,12;seul;scie sabre;;AUCUN;;;0;;;reconnu;famille:machine;REF:DCS367|OUTIL;référence;OUTIL;5;DCS367N-XJ;204,95
Électro portatif;aspiration;DCV517;DeWalt DCV 517 Aspirateur à main sans fil 18 V 1,9 L + 1x batterie 2,0 Ah - sans chargeur;182,18;pack;aspirateur;18;AUCUN;2;;1;;;sans-ref;famille:machine;REF:DCV517|PACK;référence;PACK;14;;
Électro portatif;jardin;DCMCS565N-XJ;DeWALT DCMCS565N-XJ — Tronçonneuse 18V 30cm DCMCS565N-XJ;182,52;seul;tronçonneuse;18;AUCUN;;;0;;;reconnu;famille:machine;REF:DCMCS565|OUTIL;référence;OUTIL;1;DCMCS565N-XJ;310,10
Électro portatif;perforation;DCH263N;DEWALT DCH263N;183,12;pack;marteau perforateur;;AUCUN;;;1;;;inconnu;famille:machine;REF:DCH263|PACK;référence;PACK;14;;
Électro portatif;meulage;DWE492DUO2;DEWALT DWE492DUO2;183,12;pack;meuleuse d'angle;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE492|PACK;référence;PACK;8;;
Électro portatif;aspiration;DCV584L-QW;DeWALT DCV584L — Aspirateur eau et poussière 18/54V FLEXVOLT ou secteur (classe L);183,19;seul;aspirateur;;AUCUN;;;;;;reconnu;famille:machine;REF:DCV584|OUTIL;référence;OUTIL;3;DCV584L;294,40
Électro portatif;percage;XRP18V;DeWalt Perceuse visseuse percussion Premium XRP 18V - sans batterie ni chargeur - coffret TSTAK & Jeu de 3 Burins SDS-PL;183,85;pack;perceuse-visseuse;18;TSTAK;;;0;3;;sans-ref;famille:machine;REF:XRP18|PACK;référence;PACK;2;;
Électro portatif;sciage;DCS570N;DeWALT DCS570N — Scie circulaire 18V XR Brushless Ø184 mm (machine seule);184,50;seul;scie circulaire;;AUCUN;;;0;;;reconnu;famille:machine;REF:DCS570|OUTIL;référence;OUTIL;3;DCS570N;211,49
Électro portatif;bois;XR18V;DEWALT Multi-Cutter XR 18V, Coffret TSTAK, sans Batterie ni Chargeur + Lame 65x43mm Large pour Multi-Cutter;184,57;pack;outil multifonctions;18;TSTAK;;;0;;;sans-ref;famille:machine;REF:XR18|PACK;référence;PACK;23;;
Électro portatif;perforation;DCH253N;DEWALT DCH253N;185,28;seul;marteau perforateur;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCH253|OUTIL;référence;OUTIL;2;;
Électro portatif;sciage;DWE575K;DEWALT DWE575K;185,28;seul;scie circulaire;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE575|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;DCDW105;DEWALT DCDW105;186,34;seul;;;AUCUN;;;;;;inconnu;famille:machine;REF:DCDW105|OUTIL;référence;OUTIL;1;;
Électro portatif;aspiration;DXV23PLPTA;DEWALT DXV23PLPTA;186,53;seul;aspirateur;;AUCUN;;;;;;inconnu;famille:machine;REF:DXV23|OUTIL;référence;OUTIL;2;;
Électro portatif;meulage;D28492S;DEWALT D28492S;186,96;seul;meuleuse d'angle;;AUCUN;;;;;;inconnu;famille:machine;REF:D28492|OUTIL;référence;OUTIL;2;;
Électro portatif;percage;;DEWALT Perceuse à aspiration DEWALT SDS-max 28x400x600mm Quantité:1;186,99;seul;perceuse;;AUCUN;;;;;;sans-ref;famille:machine;TIT:perceuse aspiration sds max 28x400x600mm quantit 1;titre;OUTIL;1;;
Électro portatif;jardin;DCM562P1;DEWALT DCM562P1;188,38;pack;;18;AUCUN;5;;1;;;inconnu;famille:machine;REF:DCM562|PACK;référence;PACK;2;;
Électro portatif;confort;DCR029-QW;DeWALT DCR029-QW — Radio de chantier 18V DCR029-QW Bluetooth;189,62;seul;radio de chantier;;AUCUN;;;;;;reconnu;famille:machine;REF:DCR029|OUTIL;référence;OUTIL;1;DCR029-QW;297,72
Électro portatif;jardin;DCMPS567N-XJ;DeWalt Perche élagueuse sans fil DCMPS567N-XJ 18V;189,68;seul;élagueuse sur perche;18;AUCUN;;;0;;;sans-ref;famille:machine;REF:DCMPS567|OUTIL;référence;OUTIL;2;;
Électro portatif;vissage-choc;DCF901NT;DEWALT DCF901NT;190,00;seul;visseuse à chocs;;TSTAK;;;0;;;inconnu;famille:machine;REF:DCF901|OUTIL;référence;OUTIL;3;;
Électro portatif;mesure;DCLE14201RB;DeWalt Laser à lignes croisées avec batterie intégrée, rouge (DCLE14201RB);190,64;pack;;;AUCUN;;;1;;;sans-ref;famille:machine;REF:DCLE14201|PACK;référence;PACK;1;;
Électro portatif;vissage-choc;DCF815D2;DEWALT DCF815D2;190,68;pack;visseuse à chocs;;AUCUN;2;;2;;;inconnu;famille:machine;REF:DCF815|PACK;référence;PACK;1;;
Électro portatif;combo;DCK266NT;Dewalt DCK266NT Perceuse visseuse à percussion (DCD796) Visseuse à chocs (DCF887) - (sans batterie ni chargeur) en TSTAK;191,48;pack;pack d'outils;;TSTAK;;;0;;;sans-ref;famille:machine;REF:DCK266|PACK;référence;PACK;15;;
Électro portatif;perforation;D25134K;Perforateur-burineur SDS+ 800W 2.8 J en coffret TSTAK - DEWALT D25134K;191,59;pack;perforateur;;TSTAK;;;;;;sans-ref;famille:machine;REF:D25134|PACK;référence;PACK;1;;
Électro portatif;jardin;DCMPH566N;DEWALT DCMPH566N;191,90;seul;taille-haie;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCMPH566|OUTIL;référence;OUTIL;3;;
Électro portatif;jardin;DCMAS5713N;DEWALT DCMAS5713N;191,90;pack;débroussailleuse;;AUCUN;;;1;;;inconnu;famille:machine;REF:DCMAS5713|PACK;référence;PACK;2;;
Électro portatif;percage;DCDW107;DEWALT DCDW107;192,02;seul;;;AUCUN;;;;;;inconnu;famille:machine;REF:DCDW107|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;DCDW106-XJ;"DeWalt Couronne de perçage à eau diamantée 122mm, longueur de travail 400mm, 1 1/4"" UNC (DCDW106-XJ)";192,02;seul;;;AUCUN;;;;;;sans-ref;famille:machine;REF:DCDW106|OUTIL;référence;OUTIL;1;;
Électro portatif;combo;DCN890;DeWalt Barre d'extension pour cloueur DCN890 (DCN8905-XJ);193,09;seul;pack d'outils;18;AUCUN;;;;;;sans-ref;famille:machine;REF:DCN890|OUTIL;référence;OUTIL;3;;
Électro portatif;sciage;DEWDCS565N;DEWALT DEWDCS565N;193,13;seul;scie circulaire;;AUCUN;;;0;;;inconnu;famille:machine;REF:DEWDCS565|OUTIL;référence;OUTIL;1;;
Électro portatif;combo;D25144K-QS;DEWALT - Perforateur SDS-PLUS 3J - D25144K-QS - Marteau Perforateur Puissant à 3 Modes avec Coffret de Transport & Jeu d;193,14;pack;pack d'outils;;AUCUN;;;;3;;sans-ref;famille:machine;REF:D25144|PACK;référence;PACK;2;;
Électro portatif;vissage-choc;DCF840E1T-XJ;DEWALT DCF840E1T-XJ;193,66;pack;visseuse à chocs;;TSTAK;1.7;;1;;;inconnu;famille:machine;REF:DCF840|PACK;référence;PACK;2;;
Électro portatif;combo;DWE305PK-QS;DEWALT DWE305PK-QS Scie sabre filaire - 1100W - Spéciale applications difficiles & Coffret de 8 Lames de Scie Sabre XR R;193,78;pack;pack d'outils;;AUCUN;;;;8;;sans-ref;famille:machine;REF:DWE305|PACK;référence;PACK;2;;
Électro portatif;chantier;DPC6MRC-QS;DEWALT DEWALT Compresseur de montage DPC6MRC-QS Quantité:1;193,98;seul;compresseur;;AUCUN;;;;;;sans-ref;famille:machine;REF:DPC6|OUTIL;référence;OUTIL;2;;
Électro portatif;perforation;D25144K-QS;DEWALT D25144K-QS;193,99;seul;marteau perforateur;;AUCUN;;;;;;inconnu;famille:machine;REF:D25144|OUTIL;référence;OUTIL;3;;
Électro portatif;mesure;DCL074;DeWALT DCL074-XJ — Projecteur de chantier DCL074-XJ;194,18;pack;projecteur;;AUCUN;;;1;;;reconnu;famille:machine;REF:DCL074|PACK;référence;PACK;8;DCL074-XJ;297,72
Électro portatif;sciage;DCS373N;DEWALT DCS373N;194,27;seul;scie circulaire;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCS373|OUTIL;référence;OUTIL;4;;
Électro portatif;sciage;DWE576K-QS;DeWALT DWE576K-QS — Scie circulaire 1600 W 190 mm DWE576K-QS;194,90;seul;scie circulaire;;AUCUN;;;;;;reconnu;famille:machine;REF:DWE576|OUTIL;référence;OUTIL;2;DWE576K-QS;285,53
Électro portatif;meulage;DCG418N-XJ;DEWALT DCG418N-XJ;195,06;seul;meuleuse d'angle;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCG418|OUTIL;référence;OUTIL;4;;
Électro portatif;bois;DCW600N-XJ;DeWALT DCW600N-XJ — Affleureuse XR 18V DCW600N-XJ;195,10;seul;affleureuse;;AUCUN;;;0;;;reconnu;famille:machine;REF:DCW600|OUTIL;référence;OUTIL;3;DCW600N-XJ;328,52
Électro portatif;perforation;DCH133NT-XJ;DEWALT - Perforateur-Burineur SDS-PLUS Brushless 2.6J 18V - DCH133NT-XJ - Sans Fil avec Coffret TSTAK et Débrayage de Sé;195,88;pack;perforateur;18;TSTAK;;;0;6;;sans-ref;famille:machine;REF:DCH133|PACK;référence;PACK;22;;
Électro portatif;vissage-choc;DCF860N-XJ;DEWALT DCF860N-XJ;195,92;seul;visseuse à chocs;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCF860|OUTIL;référence;OUTIL;3;;
Électro portatif;percage;D21441;DEWALT D21441;195,99;seul;perceuse à percussion;;AUCUN;;;;;;inconnu;famille:machine;REF:D21441|OUTIL;référence;OUTIL;1;;
Électro portatif;batterie;;DEWALT Extracteur universel de batteries DEWALT Quantité:1;195,99;pack;batterie;;;;;1;;;sans-ref;famille:energie;TIT:extracteur universel de batteries quantit 1;titre;PACK;1;;
Électro portatif;percage;DCF620NT;DeWALT DCF620NT-XJ — Visseuse à placo 18V XR (solo, coffret TSTAK);196,07;pack;visseuse à placo;;TSTAK;2;;1;;;reconnu;famille:machine;REF:DCF620|PACK;référence;PACK;46;DCF620NT-XJ;196,75
Électro portatif;jardin;DCMHT573N-XJ;DEWALT DCMHT573N-XJ;196,26;seul;taille-haie;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCMHT573|OUTIL;référence;OUTIL;1;;
Électro portatif;meulage;DCG416VSN-XJ;DeWALT DCG416VSN-XJ — Meuleuse Ø125 mm 18V DCG416VSN-XJ;197,09;seul;meuleuse;18;AUCUN;;;0;;;reconnu;famille:machine;REF:DCG416|OUTIL;référence;OUTIL;1;DCG416VSN-XJ;376,46
Électro portatif;meulage;DCG406NT-XJ;DEWALT - Meuleuse Brushless XR 18V 5Ah Li-Ion - DCG406NT-XJ - Meuleuse sans Fil avec Interrupteur à Palette & Boîte de 1;197,66;pack;;18;TSTAK;5;;0;10;;sans-ref;famille:machine;REF:DCG406|PACK;référence;PACK;23;;
Électro portatif;percage;DCD996NT;DeWALT DCD996NT-XJ — Perceuse-visseuse à percussions 18V DCD996NT-XJ;197,68;pack;perceuse-visseuse;;TSTAK;;;0;;;reconnu;famille:machine;REF:DCD996|PACK;référence;PACK;43;DCD996NT-XJ;450,40
