Famille;Rayon;Référence;Titre;Prix idealo (€);Pack;Type;Voltage;Coffret;Ah;Nb outils;Nb batteries;Nb pièces;Édition limitée;Origine;Signal de classement;Clé de doublon;Niveau de clé;Variante;Doublons fusionnés;Réf. fiche du site;Prix actuel du site (€)
Électro portatif;perforation;DCH254M2;DEWALT DCH254M2;458,62;pack;perforateur;;AUCUN;4;;2;;;inconnu;famille:machine;REF:DCH254|PACK;référence;PACK;1;;
Électro portatif;combo;DCK2101L2T;DEWALT DCK2101L2T;455,18;pack;pack d'outils;12;TSTAK;3;;2;;;inconnu;famille:machine;REF:DCK2101|PACK;référence;PACK;1;;
Électro portatif;perforation;DCH832XN-XJ;DEWALT DCH832XN-XJ;454,99;seul;marteau perforateur;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCH832|OUTIL;référence;OUTIL;2;;
Électro portatif;percage;DCD791N;DeWALT DCD791N — Perceuse-visseuse 18V DCD791N;97,36;seul;perceuse-visseuse;;AUCUN;;;0;;;reconnu;famille:machine;REF:DCD791|OUTIL;référence;OUTIL;6;DCD791N;302,84
Électro portatif;sciage;DCS365N;DEWALT DCS365N;451,76;seul;scie;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCS365|OUTIL;référence;OUTIL;2;;
Électro portatif;bois;DWE627KT-QS;DEWALT DWE627KT-QS;446,30;seul;défonceuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE627|OUTIL;référence;OUTIL;1;;
Électro portatif;bois;DCW220P2;DEWALT DCW220P2;446,22;pack;;18;AUCUN;5;;2;;;inconnu;famille:machine;REF:DCW220|PACK;référence;PACK;1;;
Électro portatif;sciage;DCS512P2-QW;DEWALT DCS512P2-QW;238,71;pack;scie circulaire;;AUCUN;5;;2;;;inconnu;famille:machine;REF:DCS512|PACK;référence;PACK;2;;
Électro portatif;perforation;D25334K-QS;DEWALT D25334K-QS;444,95;seul;marteau perforateur;;AUCUN;;;;;;inconnu;famille:machine;REF:D25334|OUTIL;référence;OUTIL;1;;
Électro portatif;combo;DWK202;DEWALT DWK202;443,00;pack;pack d'outils;18;TSTAK;2;;2;;;inconnu;famille:machine;REF:DWK202|PACK;référence;PACK;1;;
Électro portatif;combo;DWK203;DEWALT DWK203;443,00;pack;pack d'outils;18;TSTAK;2;;2;;;inconnu;famille:machine;REF:DWK203|PACK;référence;PACK;1;;
Électro portatif;fixation;DEWDCN680N;DEWALT DEWDCN680N;442,24;seul;cloueur;;AUCUN;;;0;;;inconnu;famille:machine;REF:DEWDCN680|OUTIL;référence;OUTIL;1;;
Électro portatif;mesure;DCLE34031D1-QW;DEWALT DCLE34031D1-QW;441,58;pack;niveau laser;;AUCUN;2;;1;;;inconnu;famille:machine;REF:DCLE34031|PACK;référence;PACK;2;;
Électro portatif;bois;;DeWalt Défonceuse combinée batterie 18 V 55 mm incl. 1x batterie 4,0 Ah + 1x chargeur rapide;457,93;pack;défonceuse;18;AUCUN;4;;1;;;sans-ref;famille:machine;TIT:d fonceuse combin e batterie 18 v 55 mm incl 1x batterie 4 0 ah 1x chargeur rapide;titre;PACK;1;;
Électro portatif;chargeur;;Chargeur Véhicule Électrique Portable DEWALT, 3.7kW, Type 2 + Prise Schuko, 7m Câble, 16A, 230V AC;457,25;pack;chargeur;;;;;;;;sans-ref;famille:energie;TIT:chargeur v hicule lectrique portable 3 7kw type 2 prise schuko 7m c ble 16a 230v ac;titre;PACK;1;;
Électro portatif;sciage;;DeWalt Dewalt Scie à onglets XPS pour Coupe transversale;457,04;seul;scie à onglet;;AUCUN;;;;;;sans-ref;famille:machine;TIT:scie onglets xps pour coupe transversale;titre;OUTIL;3;;
Électro portatif;sciage;DCS579NT;DeWalt DCS 579 NT Cordless circular saw 54 V FlexVolt 190 mm brushless + 1× 6.0 Ah battery + TSTAK without charger;454,86;pack;scie circulaire;54;TSTAK;6;;1;;;sans-ref;famille:machine;REF:DCS579|PACK;référence;PACK;11;;
Électro portatif;perforation;DCH481N;DeWalt FlexVolt DCH 481 N;448,99;seul;marteau perforateur;;AUCUN;;;;;;sans-ref;famille:machine;REF:DCH481|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;;DeWalt 18V XR Brushless Twin Kit;446,08;pack;perceuse-visseuse;18;AUCUN;;;;;;sans-ref;famille:machine;TIT:18v xr brushless twin kit;titre;PACK;1;;
Électro portatif;jardin;DCMWSP156N-XJ;DeWALT DCMWSP156N-XJ — Tondeuse 2 x 18V DCMWSP156N-XJ;466,02;pack;tondeuse;;AUCUN;;;1;;;reconnu;famille:machine;REF:DCMWSP156|PACK;référence;PACK;3;DCMWSP156N-XJ;611,66
Électro portatif;combo;DCK276P2;DEWALT DCK276P2;490,56;pack;pack d'outils;;AUCUN;5;;2;;;inconnu;famille:machine;REF:DCK276|PACK;référence;PACK;3;;
Électro portatif;combo;DCK308DM;DEWALT DCK308DM;490,49;pack;pack d'outils;18;AUCUN;;;;;;inconnu;famille:machine;REF:DCK308|PACK;référence;PACK;1;;
Électro portatif;combo;DCK207P2T-QW;DEWALT DCK207P2T-QW;490,00;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DCK207|PACK;référence;PACK;1;;
Électro portatif;bois;DWE7800-QS;DEWALT DWE7800-QS;485,60;seul;ponceuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE7800|OUTIL;référence;OUTIL;1;;
Électro portatif;fixation;DCN680D2;DEWALT DCN680D2;484,12;pack;cloueur;;AUCUN;2;;2;;;inconnu;famille:machine;REF:DCN680|PACK;référence;PACK;1;;
Électro portatif;combo;DCK2023M2T;DEWALT DCK2023M2T;484,00;pack;pack d'outils;18;TSTAK;4;;2;;;inconnu;famille:machine;REF:DCK2023|PACK;référence;PACK;1;;
Électro portatif;bois;DCMASED57X1;DEWALT DCMASED57X1;482,96;pack;outil multifonctions;54;AUCUN;9;;1;;;inconnu;famille:machine;REF:DCMASED57|PACK;référence;PACK;1;;
Électro portatif;combo;DWK210;DEWALT DWK210;480,00;pack;pack d'outils;18;TSTAK;2;;2;;;inconnu;famille:machine;REF:DWK210|PACK;référence;PACK;1;;
Électro portatif;sciage;DCS374N;DEWALT DCS374N;480,00;seul;scie à ruban;18;AUCUN;;;0;;;inconnu;famille:machine;REF:DCS374|OUTIL;référence;OUTIL;1;;
Électro portatif;perforation;D25832K-QS;DEWALT D25832K-QS;474,52;seul;marteau de démolition;;AUCUN;;;;;;inconnu;famille:machine;REF:D25832|OUTIL;référence;OUTIL;1;;
Électro portatif;combo;DCK384P2T-QW;DEWALT DCK384P2T-QW;472,40;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DCK384|PACK;référence;PACK;1;;
Électro portatif;combo;DCK2052H2T-QW;DEWALT DCK2052H2T-QW;470,09;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DCK2052|PACK;référence;PACK;2;;
Électro portatif;sciage;DCS388N;DEWALT DCS388N;467,69;seul;scie sabre;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCS388|OUTIL;référence;OUTIL;2;;
Électro portatif;fixation;DCN662D1-QW;Dewalt DCN662D1-QW Finisseuse sans balais 16GA XR 18V 1 x 2.0Ah Batterie, Chargeur avec coffret;488,91;pack;;18;GENERIQUE;2;;1;;;sans-ref;famille:machine;REF:DCN662|PACK;référence;PACK;4;;
Électro portatif;chantier;DCMPW1000N;DeWalt Nettoyeur haute pression sans fil portable DCMPW1000N sans batterie et chargeur;237,08;pack;nettoyeur haute pression;;AUCUN;;;0;;;sans-ref;famille:machine;REF:DCMPW1000|PACK;référence;PACK;3;;
Électro portatif;combo;;DEWALT Pack de 2 outils xr 18 V dcd791+dcf887 + 2 batteries 5Ah + chargeur + coffret T-stak;485,79;pack;pack d'outils;18;TSTAK;5;2;2;2;;sans-ref;famille:machine;TIT:pack de 2 outils xr 18 v dcd791 dcf887 2 batteries 5ah chargeur coffret t stak;titre;PACK;1;;
Électro portatif;;DCE400NT-XJ;"Expander de tuyau en plastique DeWalt DCE400NT-XJ; 18 V (sans batterie et chargeur)";480,19;pack;;18;TSTAK;;;0;;;sans-ref;famille:machine;REF:DCE400|PACK;référence;PACK;1;;
Électro portatif;aspiration;DWV010;DEWALT DWV010 HEPA Dust Extractor with Automatic Filter Cleaning, 8-Gallon by;480,07;seul;aspirateur;;AUCUN;;;;;;sans-ref;famille:machine;REF:DWV010|OUTIL;référence;OUTIL;1;;
Électro portatif;chargeur;DCBPSC0550-QW;Chargeur Powershift™ 550W - DCBPSC0550-QW DEWALT;469,90;pack;chargeur;;;;;;;;sans-ref;famille:energie;REF:DCBPSC0550|PACK;référence;PACK;1;;
Électro portatif;percage;GBH18V;Bosch Professional 18V System Perceuse sans fil GBH 18V-21 & 18V System Akku Kreissäge GKS 18V-57 G (Sägeblatt-Ø: 165 mm;464,68;pack;perceuse;18;LBOXX;;;;;;sans-ref;famille:machine;REF:GBH18|PACK;référence;PACK;1;;
Électro portatif;sciage;DCS520NT;DeWALT DCS520NT-XJ — Scie circulaire plongeante 18/54V XR FlexVolt Ø165 mm (machine seule, coffret TSTAK);509,30;pack;scie circulaire;;TSTAK;;;2;;;reconnu;famille:machine;REF:DCS520|PACK;référence;PACK;6;DCS520NT-XJ;597,64
Électro portatif;meulage;DCS691;DeWALT DCS691N — Découpeuse sans fil 54V XR FLEXVOLT Ø230 mm (machine seule);503,62;seul;meuleuse d'angle;54;AUCUN;;;;;;reconnu;famille:machine;REF:DCS691|OUTIL;référence;OUTIL;2;DCS691N;593,99
Électro portatif;jardin;DCMCS575X1-QW;DEWALT DCMCS575X1-QW;517,92;pack;tronçonneuse;54;AUCUN;9;;1;;;inconnu;famille:machine;REF:DCMCS575|PACK;référence;PACK;4;;
Électro portatif;fixation;DCN681D2;DEWALT DCN681D2;514,00;pack;agrafeuse;;AUCUN;2;;2;;;inconnu;famille:machine;REF:DCN681|PACK;référence;PACK;1;;
Électro portatif;jardin;DCMBC823N-XJ;DEWALT DCMBC823N-XJ;514,00;seul;;54;AUCUN;;;0;;;inconnu;famille:machine;REF:DCMBC823|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DCS386H2T;DEWALT DCS386H2T;513,94;pack;scie sabre;;TSTAK;5;;2;;;inconnu;famille:machine;REF:DCS386|PACK;référence;PACK;4;;
Électro portatif;combo;DCK355P2T-QW;DEWALT DCK355P2T-QW;513,92;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DCK355|PACK;référence;PACK;1;;
Électro portatif;sciage;DWS778;DEWALT DWS778;513,26;seul;scie à onglet;;AUCUN;;;;;;inconnu;famille:machine;REF:DWS778|OUTIL;référence;OUTIL;1;;
Électro portatif;perforation;D25323K;DEWALT D25323K;509,05;seul;marteau perforateur;;AUCUN;;;;;;inconnu;famille:machine;REF:D25323|OUTIL;référence;OUTIL;1;;
Électro portatif;perforation;D25413K;DEWALT D25413K;505,13;seul;perforateur;;AUCUN;;;;;;inconnu;famille:machine;REF:D25413|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DCS387M2;DEWALT DCS387M2;504,30;pack;scie sabre;18;AUCUN;4;;2;;;inconnu;famille:machine;REF:DCS387|PACK;référence;PACK;1;;
Électro portatif;combo;DCK2016T2T;DEWALT DCK2016T2T;499,90;pack;pack d'outils;54;TSTAK;6;;2;;;inconnu;famille:machine;REF:DCK2016|PACK;référence;PACK;1;;
Électro portatif;mesure;DCLE14361;DEWALT DCLE14361;499,90;seul;niveau laser;;AUCUN;;;;;;inconnu;famille:machine;REF:DCLE14361|OUTIL;référence;OUTIL;1;;
Électro portatif;combo;DWK224;DEWALT DWK224;497,00;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DWK224|PACK;référence;PACK;1;;
Électro portatif;jardin;DW872;DEWALT DW872;493,90;seul;tronçonneuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DW872|OUTIL;référence;OUTIL;1;;
Électro portatif;combo;DWK219;DEWALT DWK219;492,00;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DWK219|PACK;référence;PACK;1;;
Électro portatif;;;Dewalt zszywacz 18v 2x2,0ah dcn701d2;515,90;seul;;18;;2;;;;;sans-ref;titre;TIT:zszywacz 18v 2x2 0ah dcn701d2;titre;OUTIL;1;;
Électro portatif;jardin;DCMST922N-XJ;Débroussailleuse à fil xr flexvolt 54V Brushless - sans batterie ni chargeur - DEWALT - DCMST922N-XJ;508,36;pack;débroussailleuse;54;AUCUN;;;0;;;sans-ref;famille:machine;REF:DCMST922|PACK;référence;PACK;5;;
Électro portatif;chantier;;Compresseur électrique DeWalt 17L 230V;499,99;seul;compresseur;;AUCUN;;;;;;sans-ref;famille:machine;TIT:compresseur lectrique 17l 230v;titre;OUTIL;1;;
Électro portatif;vissage-choc;DCF964P1T;Dewalt DCF964P1T Clé à chocs sans fil 18V Brushless 3/4 - 1 batterie 5.0Ah + chargeur + coffret T-STAK;499,13;pack;clé à chocs;18;TSTAK;5;;1;;;sans-ref;famille:machine;REF:DCF964|PACK;référence;PACK;10;;
Électro portatif;fixation;DCN660P1-QW;Dewalt DCN660P1-QW Cloueur de finition à batterie 16Ga XR 18V 1 X 5,0Ah Li-Ion (sans charbon);498,24;pack;cloueur de finition;18;AUCUN;5;;1;;;sans-ref;famille:machine;REF:DCN660|ACCESSOIRE;référence;ACCESSOIRE;1;;
Électro portatif;fixation;DCF403D1-QW;Dewalt DCF403D1-QW Riveteuse sans fil 18 V 2.4-4.8mm - 1X2.0Ah Batterie + chargeur en T-STAK;498,23;pack;riveteuse;18;TSTAK;2;;1;;;sans-ref;famille:machine;REF:DCF403|PACK;référence;PACK;3;;
Électro portatif;meulage;;Dewalt Meuleuse d'Angle 18V Dcg406P2Lrt Lame 125Mm 2X5.0Ah Tstak Lanyard Ready;495,15;pack;meuleuse d'angle;18;TSTAK;5;;2;;;sans-ref;famille:machine;TIT:meuleuse d angle 18v dcg406p2lrt lame 125mm 2x5 0ah tstak lanyard ready;titre;PACK;1;;
Électro portatif;combo;DCK278P2T-QW;DeWalt DCK278P2T-QW Kit Outils 18 V Jaune/Noir;493,91;pack;pack d'outils;18;TSTAK;5;;2;;;sans-ref;famille:machine;REF:DCK278|PACK;référence;PACK;2;;
Électro portatif;combo;DWK220;DEWALT DWK220;546,00;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DWK220|PACK;référence;PACK;1;;
Électro portatif;combo;DWK222;DEWALT DWK222;546,00;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DWK222|PACK;référence;PACK;1;;
Électro portatif;;DCF414;DEWALT DCF414;545,00;seul;;18;AUCUN;;;;;;inconnu;famille:machine;REF:DCF414|OUTIL;référence;OUTIL;3;;
Électro portatif;fixation;DCN930P2;34° DNW clous en bande 2,8x50mm anneau galvanisé Cloueur sans fil DeWalt DCN930P2 DCN930N DV 2,2M;87,19;pack;cloueur;;AUCUN;5;;2;;;sans-ref;famille:machine;REF:DCN930|PACK;référence;PACK;13;;
Électro portatif;combo;DWK216;DEWALT DWK216;543,00;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DWK216|PACK;référence;PACK;1;;
Électro portatif;combo;DCK327P2T;DEWALT DCK327P2T;538,37;pack;pack d'outils;;TSTAK;5;;1;;;inconnu;famille:machine;REF:DCK327|PACK;référence;PACK;3;;
Électro portatif;combo;DWK214;DEWALT DWK214;531,00;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DWK214|PACK;référence;PACK;1;;
Électro portatif;combo;DWK213;DEWALT DWK213;531,00;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DWK213|PACK;référence;PACK;1;;
Électro portatif;combo;DWK217;DEWALT DWK217;531,00;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DWK217|PACK;référence;PACK;1;;
Électro portatif;chantier;DXCMB2M50HE;DEWALT DXCMB2M50HE;529,98;seul;compresseur;;AUCUN;;;;;;inconnu;famille:machine;REF:DXCMB2|OUTIL;référence;OUTIL;1;;
Électro portatif;jardin;DCMST901N-XJ;DEWALT DCMST901N-XJ;525,70;seul;coupe-bordure;54;AUCUN;;;0;;;inconnu;famille:machine;REF:DCMST901|OUTIL;référence;OUTIL;1;;
Électro portatif;combo;DWK225;DEWALT DWK225;524,00;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DWK225|PACK;référence;PACK;1;;
Électro portatif;perforation;D25614K;DEWALT D25614K;523,75;seul;marteau perforateur;;AUCUN;;;;;;inconnu;famille:machine;REF:D25614|OUTIL;référence;OUTIL;1;;
Électro portatif;combo;DWK221;DEWALT DWK221;522,00;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DWK221|PACK;référence;PACK;1;;
Électro portatif;jardin;DCMWP500N-XJ;DEWALT DCMWP500N-XJ;522,00;pack;tondeuse;;AUCUN;;;1;;;inconnu;famille:machine;REF:DCMWP500|PACK;référence;PACK;1;;
Électro portatif;combo;DCK2068P2T;DEWALT DCK2068P2T;520,64;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DCK2068|PACK;référence;PACK;1;;
Électro portatif;bois;;DeWalt - Laser Multilignes 3x360° 12V Li-Ion 2Ah - Niveau Laser Autonivelant 4° sans Fil avec Faisceaux Rouges & Outil O;543,84;seul;outil multifonctions;18;AUCUN;2;;;;;sans-ref;famille:machine;TIT:laser multilignes 3x360 12v li ion 2ah niveau laser autonivelant 4 sans fil avec faisceaux rouges outil o;titre;OUTIL;1;;
Électro portatif;bois;DCW620NT-XJ;Défonceuse XR 18V DCW620NT-XJ + 1 batterie 18V 5 Ah + 1 Chargeur DCB1104-QW DEWALT;539,90;pack;défonceuse;18;TSTAK;5;;1;;;sans-ref;famille:machine;REF:DCW620|PACK;référence;PACK;12;;
Électro portatif;combo;DCK440P2T;Ensemble d'outils sans fil Dewalt 18 V, quatre pièces DCK440P2T;522,13;pack;pack d'outils;18;TSTAK;5;;2;;;sans-ref;famille:machine;REF:DCK440|PACK;référence;PACK;2;;
Électro portatif;combo;DCK2223MP2T;DeWalt 18V Combopack DCK2223MP2T 2x5Ah battery (DCD86M+DCG45M) in TSTAK;529,90;pack;pack d'outils;18;TSTAK;5;;2;;;sans-ref;famille:machine;REF:DCK2223|PACK;référence;PACK;1;;
Électro portatif;percage;DCD800NT-XJ;DeWALT DCD800NT-XJ — Perceuse-visseuse 18V DCD800NT-XJ;112,02;seul;perceuse-visseuse;;TSTAK;;;0;;;reconnu;famille:machine;REF:DCD800|OUTIL;référence;OUTIL;5;DCD800NT-XJ;401,42
Électro portatif;vissage-choc;PPACK0002;Pack visseuse à chocs et perfo-burineur SDS+ (2x5,0 Ah) Dewalt PPACK0002;524,32;pack;visseuse à chocs;;AUCUN;5;;2;;;sans-ref;famille:machine;REF:PPACK0002|PACK;référence;PACK;1;;
Électro portatif;sciage;DWS774-QS;DEWALT - Scie à Onglet Radiale 230V - DWS774-QS - Scie Haute Performance avec Système XPS & Piètement Polyvalent pour Sc;521,87;seul;scie à onglet;;AUCUN;;;;;;sans-ref;famille:machine;REF:DWS774|ACCESSOIRE;référence;ACCESSOIRE;1;;
Électro portatif;perforation;D25881K-QS;DEWALT D25881K-QS;577,56;seul;marteau de démolition;;AUCUN;;;;;;inconnu;famille:machine;REF:D25881|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DWE7485RS-QS;DEWALT DWE7485RS-QS;576,68;pack;scie circulaire;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE7485|PACK;référence;PACK;1;;
Électro portatif;percage;DCD990M2;DEWALT DCD990M2;574,15;pack;perceuse-visseuse;;AUCUN;4;;2;;;inconnu;famille:machine;REF:DCD990|PACK;référence;PACK;1;;
Électro portatif;percage;DCD990;DEWALT DCD990;574,15;seul;perceuse-visseuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DCD990|OUTIL;référence;OUTIL;1;;
Électro portatif;aspiration;DWV905M-QS;DEWALT DWV905M-QS;570,00;seul;aspirateur;;AUCUN;;;;;;inconnu;famille:machine;REF:DWV905|OUTIL;référence;OUTIL;5;;
Électro portatif;combo;DCK2012P2T-QW;DEWALT DCK2012P2T-QW;569,18;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DCK2012|PACK;référence;PACK;1;;
Électro portatif;combo;DCK383P2T;DEWALT DCK383P2T;569,00;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DCK383|PACK;référence;PACK;1;;
Électro portatif;combo;DCN890;DeWalt Barre d'extension pour cloueur DCN890 (DCN8905-XJ);193,09;seul;pack d'outils;18;AUCUN;;;;;;sans-ref;famille:machine;REF:DCN890|OUTIL;référence;OUTIL;3;;
Électro portatif;sciage;DCS7485;DEWALT DCS7485;568,02;seul;scie circulaire;;AUCUN;;;;;;inconnu;famille:machine;REF:DCS7485|OUTIL;référence;OUTIL;2;;
Électro portatif;jardin;DCMHT563DCD-QW;DEWALT DCMHT563DCD-QW;566,37;seul;taille-haie;18;AUCUN;5;;;;;inconnu;famille:machine;REF:DCMHT563|OUTIL;référence;OUTIL;1;;
Électro portatif;perforation;D25330K;DEWALT D25330K;565,50;seul;marteau perforateur;;AUCUN;;;;;;inconnu;famille:machine;REF:D25330|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DCS389T2-QW;DEWALT DCS389T2-QW;559,24;pack;scie sabre;54;TSTAK;6;;2;;;inconnu;famille:machine;REF:DCS389|PACK;référence;PACK;4;;
Électro portatif;fixation;DCN45;DEWALT DCN45;558,67;seul;cloueur;;AUCUN;;;;;;inconnu;famille:machine;REF:DCN45|OUTIL;référence;OUTIL;3;;
Électro portatif;combo;DWK218;DEWALT DWK218;557,00;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DWK218|PACK;référence;PACK;1;;
Électro portatif;combo;DCK304P2-QW;DEWALT DCK304P2-QW;549,90;pack;pack d'outils;18;AUCUN;5;;2;;;inconnu;famille:machine;REF:DCK304|PACK;référence;PACK;1;;
Électro portatif;bois;DW622KT-QS;DEWALT DW622KT-QS;547,95;seul;défonceuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DW622|OUTIL;référence;OUTIL;1;;
Électro portatif;combo;DWK215;DEWALT DWK215;546,00;pack;pack d'outils;18;TSTAK;2;;2;;;inconnu;famille:machine;REF:DWK215|PACK;référence;PACK;1;;
Électro portatif;sciage;DCS383N-XJ;Scie circulaire 18V Ø184 mm DCS383N-XJ + 1 batterie 18V 5 Ah + 1 chargeur DCB1104-QW DEWALT;574,90;pack;scie circulaire;18;AUCUN;5;;1;;;sans-ref;famille:machine;REF:DCS383|PACK;référence;PACK;6;;
Électro portatif;chantier;DXPW003CE;DeWalt DXPW 003CE Nettoyeur Haute Pression à Eau Froide 150bar, 630l/h (26775);563,28;seul;nettoyeur haute pression;;AUCUN;;;;;;sans-ref;famille:machine;REF:DXPW003|OUTIL;référence;OUTIL;4;;
Électro portatif;sciage;XR2WP2T;DeWalt DCK XR2WP2T;546,00;pack;scie sauteuse;;TSTAK;5;;2;;;sans-ref;famille:machine;REF:XR2WP2T|PACK;référence;PACK;1;;
Électro portatif;sciage;DWE7492-QS;DeWALT DWE7492-QS — Scie sur table DWE7492-QS Ø250 mm;594,20;seul;scie circulaire;;AUCUN;;;;;;reconnu;famille:machine;REF:DWE7492|OUTIL;référence;OUTIL;1;DWE7492-QS;889,00
Électro portatif;perforation;D25899K;DEWALT D25899K;633,59;seul;marteau de démolition;;AUCUN;;;;;;inconnu;famille:machine;REF:D25899|OUTIL;référence;OUTIL;1;;
Électro portatif;combo;DCK3222MP2T-QW;DEWALT DCK3222MP2T-QW;621,37;pack;pack d'outils;18;TSTAK;5;;2;;oui;inconnu;famille:machine;REF:DCK3222|PACK;référence;PACK;1;;
Électro portatif;jardin;DCMCST632X1;DEWALT DCMCST632X1;617,90;pack;tronçonneuse;54;AUCUN;9;;1;;;inconnu;famille:machine;REF:DCMCST632|PACK;référence;PACK;2;;
Électro portatif;combo;DCK2077P2T-QW;DEWALT DCK2077P2T-QW;617,17;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DCK2077|PACK;référence;PACK;1;;
Électro portatif;combo;DCK791D2T;DEWALT DCK791D2T;616,10;pack;pack d'outils;;TSTAK;2;;2;;;inconnu;famille:machine;REF:DCK791|PACK;référence;PACK;1;;
Électro portatif;combo;DCK2200H2T-QW;DEWALT DCK2200H2T-QW;611,71;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DCK2200|PACK;référence;PACK;1;;
Électro portatif;combo;DCK2095D2T-QW;DEWALT DCK2095D2T-QW;610,32;pack;pack d'outils;18;TSTAK;2;;2;;;inconnu;famille:machine;REF:DCK2095|PACK;référence;PACK;1;;
Électro portatif;mesure;DE0772;DEWALT DE0772;608,35;seul;niveau laser;;AUCUN;;;;;;inconnu;famille:machine;REF:DE0772|OUTIL;référence;OUTIL;1;;
Électro portatif;bois;DW733;DEWALT DW733;603,56;seul;rabot;;AUCUN;;;;;;inconnu;famille:machine;REF:DW733|OUTIL;référence;OUTIL;2;;
Électro portatif;meulage;D27113;DEWALT D27113;598,25;seul;meuleuse;;AUCUN;;;;;;inconnu;famille:machine;REF:D27113|OUTIL;référence;OUTIL;1;;
Électro portatif;aspiration;DCMBBL800N;DEWALT DCMBBL800N;598,00;pack;souffleur;54;AUCUN;;;1;;;inconnu;famille:machine;REF:DCMBBL800|PACK;référence;PACK;1;;
Électro portatif;fixation;DCN650P2-SK;DEWALT DCN650P2-SK;590,00;pack;cloueur;;AUCUN;5;;2;;;inconnu;famille:machine;REF:DCN650|PACK;référence;PACK;2;;
Électro portatif;combo;DCG4610T2-QW;DEWALT DCG4610T2-QW;593,53;pack;pack d'outils;54;AUCUN;6;;2;;;inconnu;famille:machine;REF:DCG4610|PACK;référence;PACK;1;;
Électro portatif;perforation;DCH614N;DEWALT DCH614N;593,39;pack;perforateur;;AUCUN;;;1;;;inconnu;famille:machine;REF:DCH614|PACK;référence;PACK;1;;
Électro portatif;jardin;DCMWSP550N-XJ;DEWALT DCMWSP550N-XJ;592,00;pack;tondeuse;;AUCUN;;;1;;;inconnu;famille:machine;REF:DCMWSP550|PACK;référence;PACK;1;;
Électro portatif;perforation;DCH333T1;DEWALT DCH333T1;582,00;pack;perforateur;54;TSTAK;6;;1;;;inconnu;famille:machine;REF:DCH333|PACK;référence;PACK;6;;
Électro portatif;;DCE560D1-QW;DEWALT DCE560D1-QW;581,99;pack;;18;AUCUN;2;;1;;;inconnu;famille:machine;REF:DCE560|PACK;référence;PACK;1;;
Électro portatif;perforation;D25335K-QS;DEWALT D25335K-QS;578,73;seul;marteau perforateur;;AUCUN;;;;;;inconnu;famille:machine;REF:D25335|OUTIL;référence;OUTIL;1;;
Électro portatif;combo;DCK2225MP2T;Kit DeWALT DCK2225MP2T McLaren (DCF99M + DCG45M + 2 batteries de 5,0 Ah + DCB1104 + TSTAK VI);623,43;pack;pack d'outils;;TSTAK;5;;2;;oui;sans-ref;famille:machine;REF:DCK2225|PACK;référence;PACK;1;;
Électro portatif;combo;DCK330P2T-QW;DeWalt 18V battery combo pack 3 pcs. (DCK330P2T-QW);621,00;pack;pack d'outils;18;TSTAK;5;;2;;;sans-ref;famille:machine;REF:DCK330|PACK;référence;PACK;1;;
